psraid,sample,state,cregion,usr,pial1a,pial2,pial3a,pial3b,pial3c,employ,par,sex,age,educ2,hisp,race,inc
776,Cell,California,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Not employed,No,Male,18,Two year associate degree from a college or university,No,Asian or Pacific Islander,"Less than $10,000"
777,Cell,Iowa,Midwest,Urban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,No,Female,67,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000"
778,Cell,Missouri,Midwest,Rural,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,59,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000"
779,Cell,Washington,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Not employed,No,Male,65,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$30,000 to under $40,000"
780,Cell,California,West,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,21,High school graduate (Grade 12 with diploma or GED certificate),Yes,Other (SPECIFY),"$30,000 to under $40,000"
781,Cell,Texas,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Female,18,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000"
782,Cell,Illinois,Midwest,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,65,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Black or African-American,"$40,000 to under $50,000"
783,Cell,Texas,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,53,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$150,000 or over"
784,Cell,Illinois,Midwest,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Female,71,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000"
785,Cell,Utah,West,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,21,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
786,Cell,Iowa,Midwest,Rural,Yes,Not sure/Don't know,"No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,77,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
787,Cell,Texas,South,Suburban,Yes,Not sure/Don't know,"No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,72,"Some college, no degree (includes some community college)",No,Black or African-American,"Less than $10,000"
788,Cell,Wisconsin,Midwest,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,18,High school graduate (Grade 12 with diploma or GED certificate),No,Asian or Pacific Islander,"Less than $10,000"
789,Cell,Nebraska,Midwest,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,No,Female,62,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000"
790,Cell,Iowa,Midwest,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,60,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000"
791,Cell,Tennessee,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,46,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Native American/American Indian,"$100,000 to under $150,000"
792,Cell,Illinois,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this","Yes, have done this",Cell phone is not able to do this (VOL.),Not employed,No,Male,20,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$150,000 or over"
793,Cell,Arizona,West,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,68,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000"
794,Cell,Washington,West,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,30,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$75,000 to under $100,000"
795,Cell,Colorado,West,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,35,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000"
796,Cell,Idaho,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Not employed,No,Female,18,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
797,Cell,Utah,West,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Not employed,Yes,Female,28,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000"
798,Cell,California,West,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,75,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,(DO NOT READ) Donêt know/Refused
799,Cell,California,West,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Male,35,High school graduate (Grade 12 with diploma or GED certificate),Yes,Native American/American Indian,"$10,000 to under $20,000"
800,Cell,South Carolina,South,Rural,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,No,Male,52,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000"
801,Cell,New York,Northeast,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,62,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Black or African-American,"$10,000 to under $20,000"
802,Cell,New Jersey,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,38,"Some college, no degree (includes some community college)",Yes,White,"$100,000 to under $150,000"
803,Cell,New Jersey,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,No,Male,21,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000"
804,Cell,Delaware,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,47,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$30,000 to under $40,000"
805,Cell,New York,Northeast,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Male,22,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$30,000 to under $40,000"
806,Cell,Ohio,Midwest,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,26,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$30,000 to under $40,000"
807,Cell,New York,Northeast,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,Yes,Male,58,High school graduate (Grade 12 with diploma or GED certificate),Yes,Mixed race,"$20,000 to under $30,000"
808,Cell,Florida,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,(DO NOT READ) Donêt know/Refused,Male,36,High school graduate (Grade 12 with diploma or GED certificate),Yes,Black or African-American,"Less than $10,000"
809,Cell,Ohio,Midwest,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,27,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000"
810,Cell,New York,Northeast,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,57,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
811,Cell,North Carolina,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Male,21,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000"
812,Cell,Indiana,Midwest,Urban,Yes,Not sure/Don't know,"Yes, have done this","No, have not done this","Yes, have done this",Not employed,No,Male,18,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$10,000 to under $20,000"
813,Cell,Virginia,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","Yes, have done this",Employed full-time,Yes,Male,24,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000"
814,Cell,Louisiana,South,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Female,31,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000"
815,Cell,Arkansas,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,32,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000"
816,Cell,Georgia,South,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Male,59,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000"
817,Cell,Arkansas,South,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,No,Female,25,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000"
818,Cell,Minnesota,Midwest,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Male,19,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
819,Cell,North Carolina,South,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,NA,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
820,Cell,Louisiana,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,22,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
821,Cell,Florida,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,54,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000"
822,Cell,Florida,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,45,Two year associate degree from a college or university,No,Black or African-American,"$40,000 to under $50,000"
823,Cell,Mississippi,South,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,No,Female,18,High school graduate (Grade 12 with diploma or GED certificate),No,Mixed race,"$10,000 to under $20,000"
824,Cell,Iowa,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,43,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
825,Cell,Tennessee,South,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,32,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000"
826,Cell,Michigan,Midwest,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,Yes,Male,56,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000"
827,Cell,North Carolina,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,42,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
828,Cell,Connecticut,Northeast,Suburban,Yes,Not sure/Don't know,"Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,46,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$30,000 to under $40,000"
829,Cell,Texas,South,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","No, have not done this",Employed full-time,No,Female,43,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Black or African-American,"$75,000 to under $100,000"
830,Cell,Maine,Northeast,Rural,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Female,29,High school graduate (Grade 12 with diploma or GED certificate),Yes,Other (SPECIFY),"$20,000 to under $30,000"
831,Cell,Virginia,South,Urban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Male,63,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000"
832,Cell,New York,Northeast,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,No,Female,23,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000"
833,Cell,Indiana,Midwest,Rural,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,66,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
834,Cell,New York,Northeast,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Male,53,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
835,Cell,Florida,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Male,60,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000"
836,Cell,Michigan,Midwest,Urban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,83,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000"
837,Cell,Indiana,Midwest,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,64,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
838,Cell,Pennsylvania,Northeast,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,21,"Some college, no degree (includes some community college)",Yes,Native American/American Indian,"$10,000 to under $20,000"
839,Cell,Pennsylvania,Northeast,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,54,"Some college, no degree (includes some community college)",Yes,Other (SPECIFY),"$10,000 to under $20,000"
840,Cell,Florida,South,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,40,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over"
841,Cell,Kentucky,South,Rural,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,43,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000"
842,Cell,Indiana,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,57,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$10,000 to under $20,000"
843,Cell,Tennessee,South,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,No,Male,71,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,(DO NOT READ) Donêt know/Refused
844,Cell,Massachusetts,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,No,Female,28,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$20,000 to under $30,000"
845,Cell,Georgia,South,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Not employed,No,Male,28,"Some college, no degree (includes some community college)",No,Mixed race,"Less than $10,000"
846,Cell,Florida,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,75,Two year associate degree from a college or university,No,White,"$100,000 to under $150,000"
847,Cell,New York,Northeast,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,65,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000"
848,Cell,Indiana,Midwest,Rural,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","No, have not done this",Not employed,No,Male,21,"Some college, no degree (includes some community college)",No,Asian or Pacific Islander,"$100,000 to under $150,000"
849,Cell,New York,Northeast,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,37,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,Native American/American Indian,"$10,000 to under $20,000"
850,Cell,New York,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Male,63,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over"
851,Cell,Pennsylvania,Northeast,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,70,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
852,Cell,Pennsylvania,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,Yes,Female,40,Two year associate degree from a college or university,No,Black or African-American,"$30,000 to under $40,000"
853,Cell,New York,Northeast,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,40,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$40,000 to under $50,000"
854,Cell,New Jersey,Northeast,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,58,"Some college, no degree (includes some community college)",No,Black or African-American,"$20,000 to under $30,000"
855,Cell,Virginia,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,66,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000"
856,Cell,New York,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Not employed,No,Male,21,"Some college, no degree (includes some community college)",Yes,White,"$100,000 to under $150,000"
857,Cell,Indiana,Midwest,Rural,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,No,Male,28,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,(DO NOT READ) Donêt know/Refused
858,Cell,South Carolina,South,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,50,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000"
859,Cell,Ohio,Midwest,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","Yes, have done this",Employed full-time,Yes,Female,31,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000"
860,Cell,Florida,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,74,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
861,Cell,Indiana,Midwest,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,No,Female,NA,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
862,Cell,Ohio,Midwest,Rural,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,42,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
863,Cell,New York,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,29,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$20,000 to under $30,000"
864,Cell,Pennsylvania,Northeast,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,36,Two year associate degree from a college or university,No,White,"$75,000 to under $100,000"
865,Cell,North Carolina,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,53,"Some college, no degree (includes some community college)",No,White,"$150,000 or over"
866,Cell,New Mexico,West,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Not employed,No,Male,49,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",Yes,White,"$75,000 to under $100,000"
867,Cell,Ohio,Midwest,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,56,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over"
868,Cell,Florida,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,62,Two year associate degree from a college or university,No,White,"$75,000 to under $100,000"
869,Cell,California,West,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,35,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$50,000 to under $75,000"
870,Cell,Arizona,West,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,Yes,Female,36,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over"
871,Cell,Connecticut,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Employed full-time,No,Male,NA,High school graduate (Grade 12 with diploma or GED certificate),(DO NOT READ) Donêt know/Refused,(DO NOT READ) Donêt know/Refused,(DO NOT READ) Donêt know/Refused
872,Cell,Colorado,West,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,63,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,(DO NOT READ) Donêt know/Refused
873,Cell,Louisiana,South,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,71,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over"
874,Cell,Arizona,West,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,41,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000"
875,Cell,Colorado,West,Rural,Yes,Not sure/Don't know,"No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,72,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
876,Cell,Kentucky,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,No,Female,53,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000"
877,Cell,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,36,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$150,000 or over"
878,Cell,Arizona,West,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,59,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000"
879,Cell,Texas,South,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,71,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
880,Cell,California,West,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,Yes,Female,31,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"Less than $10,000"
881,Cell,Tennessee,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","Yes, have done this","No, have not done this",Not employed,No,Female,48,Two year associate degree from a college or university,No,Black or African-American,"Less than $10,000"
882,Cell,Minnesota,Midwest,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,60,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000"
883,Cell,North Carolina,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Male,56,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$30,000 to under $40,000"
884,Cell,Oklahoma,South,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,18,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$100,000 to under $150,000"
885,Cell,California,West,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,19,"Some college, no degree (includes some community college)",No,(DO NOT READ) Donêt know/Refused,"$50,000 to under $75,000"
886,Cell,Oklahoma,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,35,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000"
887,Cell,Washington,West,Rural,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,65,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000"
888,Cell,Iowa,Midwest,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","Yes, have done this",Employed full-time,Yes,Female,36,Two year associate degree from a college or university,No,Black or African-American,"$10,000 to under $20,000"
889,Cell,New Hampshire,Northeast,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,No,Male,35,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000"
890,Cell,California,West,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,Yes,Male,35,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$10,000 to under $20,000"
891,Cell,Virginia,South,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,Yes,Female,45,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000"
892,Cell,Maryland,South,Urban,Yes,"Yes, smartphone",Have done this but not in last 30 days (VOL.),"No, have not done this","No, have not done this",Not employed,Yes,Female,30,Two year associate degree from a college or university,No,White,"$30,000 to under $40,000"
893,Cell,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,40,"Some college, no degree (includes some community college)",No,White,"$75,000 to under $100,000"
894,Cell,California,West,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,NA,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
